,ES,NK,FESX,TU,GC,ED
2000-03-10,-0.0036893886156008637,-0.00025239777889951576,0.011747156442289741,-0.0008696339631590888,-0.009224461906388703,-0.0005389092476826285
2000-03-13,-0.011285487568330144,-0.03913153244130274,-0.03649096940656105,0.0003956322202880447,0.005172413793103514,0.00016175994823686146
2000-03-14,-0.015159621901194908,-0.006043089858118744,0.00038255547054322214,0.0010282369690737259,-0.006174957118353364,0.0001617337861878898
2000-03-15,0.023180007243752243,0.01321702352630183,-0.02906309751434033,0.0,-0.00034518467380040274,-5.390254420023499e-05
2000-03-16,0.04743362831858411,0.014349073832507164,0.019889720362347374,0.0004740834386851578,-0.008977900552486262,0.0002695272492050371
2000-03-17,0.006083136194660277,-0.0043724279835390956,0.007916586213554844,0.0,-0.006968641114982632,0.0002155636990730514
2000-03-20,-0.007054081289889158,0.0,0.01724137931034475,-0.0002369293950402751,0.0052631578947368585,-0.0001616379310345195
2000-03-21,0.02012855209742903,0.018083182640144635,-0.00395480225988698,7.899518129383942e-05,0.013612565445026092,0.0002155520827720192
2000-03-22,0.006798209252196985,-0.003552397868561319,-0.003970504821327325,0.00031595576619269927,-0.007231404958677579,0.0
2000-03-23,0.017127799736495364,0.0056022408963585235,0.00037965072133627764,-0.00031585596967786955,-0.010058966354491994,-0.00010775281504238343
2000-03-24,0.007448186528497436,0.010129146619397345,0.02201138519924095,-0.0020537124802527673,-0.0010511562718988898,-0.0017781130448839555
2000-03-27,-0.01060752169720347,0.008774128854349472,0.0005569996286669543,-0.00015830299192653996,-0.016134689582602668,-0.0005397819281010019
2000-03-28,-0.006335282651072083,0.011431411530815172,0.0059380218964557585,0.0003958201393285954,-0.0035650623885917776,5.4007344998829865e-05
2000-03-29,0.0004904364884747991,0.010073710073710052,-0.0009223390518354746,0.0004747962332831701,-0.012880143112701359,0.0002700221418157067
2000-03-30,-0.01666666666666672,-0.012405740695694445,-0.0345273264401772,0.0018982836352132715,0.0007249003262053133,0.000917827448439601
2000-03-31,0.008640744433366487,0.0034482758620688614,0.0005737234652898326,0.00023683587274025975,0.00833031510322324,0.0002697017099089205
2000-04-04,-0.0067059208374222745,-0.013346275175928124,0.00974658869395717,0.003785488958990557,0.022111269614836004,0.002532873464108576
2000-04-05,-0.008891816235797823,0.007624200688637561,-0.026833976833976814,-0.0010999371464487373,-0.00976971388695047,-0.0009675858732463016
2000-04-06,0.007808606080744296,-0.0024408103490358712,0.029954374132116657,-0.0010224948875255935,-0.00387596899224818,-0.00037664783427493465
2000-04-07,0.008572370590174794,0.005627599706386155,0.013867488443759735,0.00023620187386819147,-0.0007074637424832053,0.00010765421466252256
2000-04-10,-0.005557371690094848,0.00024330900243318965,0.005699088145896702,0.0011807304785893535,0.005309734513274433,0.0003767491926802702
2000-04-11,-0.002136752136752129,0.003405497445876815,-0.026633925198337738,-0.0009434703986161974,-0.0010563380281690682,-0.0005918114811428454
2000-04-12,-0.02750782408169994,0.0016969696969697523,0.0025228022511158965,-0.0008656645943181385,-0.0007049700387733449,-0.0001614987080102992
2000-04-13,-0.013550135501354976,-0.007744433688286589,0.0036778939217962936,0.0007876496534342525,-0.0010582010582010914,0.00037689118613060124
2000-04-14,-0.06095467032967028,-0.03536585365853662,-0.0374156219864995,0.0011805446245867213,0.004943502824858781,0.0009687836383207582
2000-04-17,0.033827025050283455,-0.019469026548672552,0.0018032458425165654,-0.0005502712050939884,-0.0014054813773718422,0.00010753844499422627
2000-04-18,0.027591085956844674,-0.018050541516245522,0.016799999999999926,0.0,-0.004222378606615007,-0.00010752688172044333
2000-04-19,-0.008261617900172102,-0.012079831932773066,-0.004720692368214041,0.00039326726443289495,-0.0017667844522968323,-5.376922249700211e-05
2000-04-20,0.004338771259979168,0.016480595427963873,0.012648221343873445,-0.0008648478653981995,-0.0035398230088495852,-0.0003764047964724959
2000-04-24,-0.006393640919301835,-0.04001046025104604,,-7.869058860565659e-05,-0.001065719360568429,0.00016137708445396193
2000-04-25,0.03617391304347817,0.010078997548351953,0.0095628415300546,-0.0022035098764460193,-0.004978662873399653,-0.0015059430968644705
2000-04-26,-0.010406176569318526,-0.020226537216828433,0.011598685482312021,-0.0006309645871125369,-0.009649749821300846,0.0
2000-04-27,-0.004070556309362261,-0.005229837599779796,-0.014523218039365515,-0.00292005366585113,0.00469144713099956,-0.0016698087799622563
2000-04-28,-0.005108991825613085,0.007194244604316502,0.029280589490013664,-0.0008706664555959698,-0.013290229885057459,-0.0005935038307974816
2000-05-02,-0.017098357880480752,-0.01371705217859065,,-0.00039610235284792683,0.008005822416302655,-5.398984990812039e-05
2000-05-03,-0.01997933172580091,-0.0057267521134442,-0.029919236417033757,-0.00031700744967511074,0.007581227436823212,-0.0007019059446033982
2000-05-04,0.0007029876977153737,0.003291278113000562,0.0035950804162725447,-0.00047566196289838825,0.007524184879971196,-0.0009725524097687899
2000-05-05,0.011591148577450028,0.004920721705850228,0.007730015082956232,-0.0012690355329949554,-0.00391180654338541,-0.0011898323418063628
2000-05-08,-0.006423611111111116,-0.013329706202393932,-0.014405986903648249,-0.000476493011435819,-0.008925383791502983,-0.0004331817197315013
2000-05-09,-0.008037742442774776,-0.022608216156603245,-0.021829916476841293,0.00023836008263145025,0.002161383285302465,0.0005417118093173912
2000-05-10,-0.02149022370970588,-0.010155148095909783,-0.017271492334562377,0.0009532131225673535,0.0017972681524083267,0.0005414185165133478
2000-05-11,0.01926192619261924,-0.016243944143630618,0.02547393364928907,7.93587810490326e-05,-0.007893792608539618,0.0
2000-05-12,0.011126810314376456,0.0028968713789108147,0.011554015020219577,-0.0015076971909220305,0.0014466546112115175,-0.0010281385281385447
2000-05-15,0.0183406113537119,0.002888503755054783,-0.011993146773272456,0.0005563061273146097,-0.0018057060310581186,0.0
2000-05-16,0.009777015437392844,0.019873271889401023,0.028901734104046284,-7.942811755357049e-05,-0.0007235890014470892,0.000325009479442917
2000-05-17,-0.010191948360794956,-0.02711098559728886,-0.02059925093632964,-0.00023830328064178286,-0.008689355539464039,-0.00010830129420036361
2000-05-18,-0.010296893770379234,-0.013933236574745989,0.0019120458891013214,-0.0009534403305260231,-0.000365230094959923,-0.0004332520985649291
2000-05-19,-0.018207040055488122,-0.025610833088018814,-0.03759541984732828,0.001590583744234042,0.003288271830471423,0.0008126997886981346
2000-05-22,-0.0077711056163899395,-0.016918429003021096,-0.017449930596866947,0.0011116404637128152,0.0058266569555716075,0.000757903854482489
2000-05-23,-0.015663937344250645,-0.01997541487400123,0.0034308779011100743,-0.0005552030456852375,-0.005430847212165135,-0.00027047495401932853
2000-05-24,0.014285714285714235,0.01881467544684856,-0.012268704746580816,-7.935878104914362e-05,-0.003276301419730565,-0.0002705481305125268
2000-05-25,-0.009270814761989654,-0.01231148045552477,0.02138057422113615,0.0013492063492064332,-0.011322132943754615,0.0007036155011908019
2000-05-26,-0.005038689940615404,0.0,0.004585326953747915,0.0007133232939684486,0.00554118950868121,0.00032451728054527784
2000-05-29,0.0034364261168384758,,0.010716411986505303,,,
2000-05-30,0.02901946647440523,0.03521346213773757,0.013548007068525436,-0.0015048313004910607,0.00036737692872890193,-0.0009191673425249514
2000-05-31,-0.0036784025223332018,-0.02046959662853698,0.008136381247578539,0.000793210121361243,-0.0022034520749174558,0.00048706569975109915
2000-06-02,0.01577608142493636,0.020710059171597628,0.020149253731343242,0.0019797275894837263,0.031953522149600566,0.0015124507103116969
2000-06-05,-0.0018370073480293847,-0.006376811594202891,-0.007132406730065877,0.000632261123844069,0.014074595355383579,0.0009168868993043588
2000-06-06,-0.006357704534047159,-0.0052508751458576475,-0.014183090808620347,-0.0002369481083642766,0.012491325468424685,-0.000431080935445749
2000-06-07,0.009092439804680996,0.017302052785923783,-0.008034379671150949,-0.00015800284405120824,-0.006168608636052175,-0.0004312668463613001
2000-06-08,-0.006340730852661403,-0.02133179590660128,0.002448672066302615,-0.0001580278128950896,-0.011034482758620623,-0.00021572645885015174
2000-06-09,-0.003022670025188967,-0.006185567010309256,0.0033821871476888976,-0.0005531847637111342,-0.0013947001394701841,-0.00016182975509759778
2000-06-12,-0.010274549435741909,0.003260225251926485,-0.0018726591760299671,0.0007907013520993544,0.009427374301676172,0.0005395198273536739
2000-06-13,0.01718856364874055,0.007385524372230501,0.003189493433395807,0.000711068973690443,-0.003459010722933198,0.0008627662442708406
2000-06-14,0.002509620210808139,-0.023167155425219965,0.017205909855994017,0.001184272856466162,0.021173203748698244,0.0005926404827325538
2000-06-15,0.0,-0.013809666766736672,-0.008641294355580031,-7.885813421659726e-05,-0.007138001359619173,-5.384449709233685e-05
2000-06-16,-0.006341789052069391,-0.005479452054794498,-0.012982195845697375,0.0014984227129337668,-0.003081136597055889,0.0008077109471757993
2000-06-19,0.011252939200537382,0.026936026936027035,-0.0005636978579481866,-0.000393731789904761,-0.01098901098901095,-0.0003228236306898058
2000-06-20,-0.00431821956485634,0.0062593144560356695,0.00958826847151717,-0.0007877737513786176,0.0003472222222222765,-0.0005382131324005446
2000-06-21,0.0,0.011848341232227444,-0.011918063314711347,-0.0014979501734468936,0.0,-0.0006462035541193734
2000-06-22,-0.015012510425354453,-0.0064402810304449165,-0.00395778364116095,7.895775759969581e-05,-0.0031239153071851433,-0.0002155404677228745
2000-06-23,-0.00829805249788318,-0.004714201532115547,-0.0032166508987701015,-0.000868466761408504,-0.00835654596100266,-0.000269483669289583
2000-06-26,0.009733606557376984,0.011545293072824148,0.004176157934700164,0.0014223627024891883,0.002457865168539186,0.0006469351447517813
2000-06-27,-0.005411804498562489,0.012584138132865075,-0.0060491493383743045,-0.00023672374339145374,0.007005253940455258,5.3876407521080694e-05
2000-06-28,0.0013603128719605895,0.013583815028901824,0.0007607455306199995,0.00023677979479086453,0.023652173913043528,0.0
2000-06-29,-0.008830022075055233,-0.01254633589962928,-0.029646522234891726,0.0013414345458848675,-0.012232415902140747,0.0007542290701432197
2000-06-30,0.007709439780709371,0.01183944556742711,0.017822169996082993,0.00047281323877057524,0.002751977984176257,0.0
2000-07-04,-0.002348205300234829,,0.003061029271092419,,,
2000-07-05,-0.01613987895090785,-0.020927601809954788,-0.007819950410070553,0.00023596035865969256,,0.0005916841482438429
2000-07-06,0.007518796992481258,0.004910456383593331,-0.0013456362937331878,-0.0008649838798459042,-0.002453557658604888,-0.0005913342651328035
2000-07-07,0.013907734056987753,0.011210117849956847,0.017131857555341634,0.0008657327246970326,0.0,0.0009682104243988743
2000-07-10,-0.0018400802944128491,-0.005685048322910724,-0.00037850113550341735,-0.00015726979633556848,0.0010541110330286596,-0.00048363694986297556
2000-07-11,0.002178649237472685,0.0,0.0,-7.864726700745894e-05,-0.005616005616005504,-0.00021505376344077565
2000-07-12,0.007190635451505001,-0.00857632933104635,0.003218477849299406,-0.00047192071731949614,-0.006706671373102879,-0.00021510002151015062
2000-07-13,0.003154574132492094,-0.018166089965397925,0.006982449518777134,0.0010229776518728695,-0.0017768301350390425,0.000645438898450923
2000-07-14,0.008937437934458892,0.007929515418502175,0.004310344827586299,-0.0021224746482194634,0.003559985760057005,-0.0012362932702644214
2000-07-17,-0.0011482939632545541,0.011072261072261114,0.004665049449524172,-0.0010241058767921363,0.008158921603405478,-0.00043054733329750405
2000-07-18,-0.00656922318935782,-0.030547550432276638,-0.0035289747399702698,0.00015771626843319453,-0.0038705137227303954,-5.384159801857802e-05
2000-07-19,-0.007769879318895723,0.001783590963139181,-0.0059645852749301564,-0.00015769139793420095,-0.012363122571529495,-0.0001615334912772326
2000-07-20,0.010496501166277872,0.013946587537091881,0.0013125820363772966,0.002760034697579128,0.0028612303290413976,0.0017771554741774498
2000-07-21,-0.018136850783182168,-0.02019315188762072,-0.012359550561797716,0.0,0.0007132667617690824,0.0
2000-07-24,-0.00537363560033588,-0.013440860215053752,0.0017064846416381396,-0.000550487574708991,-0.004632929436920952,-0.0002687883023331228
2000-07-25,0.0027013337835555262,0.009990917347865613,-0.009464319515426811,0.00023605319065223007,0.0,0.00016131634134541883
2000-07-26,-0.009934332379188393,-0.014388489208633115,0.004012994458245656,0.0001573316551291004,0.0014321518080915308,0.0
2000-07-27,-0.004421768707483009,-0.02220194647201945,-0.02093642938713358,0.0005505741702060973,-0.003932785126921634,0.0002688172043010528
2000-07-28,-0.022036214554151057,-0.02892690513219287,-0.01244167962674958,-0.0003144406886250728,-0.003230437903804839,-0.00026874496103201917
2000-07-31,0.005240174672489051,0.02049967969250477,0.017322834645669305,0.0,-0.0032409074540871163,-5.3763440860166156e-05
2000-08-02,0.0036275695284160303,0.013450109477635364,-0.0005844535359439407,0.0007072691552063581,-0.0014124293785310327,0.000483714930667567
2000-08-03,0.0065404475043029375,-0.02839506172839501,-0.023196881091617882,0.00015705983979885652,-0.011669024045261711,0.00016116035455282507
2000-08-04,0.006497948016415789,-0.001905972045743276,0.013969267611255276,0.0014918341708543004,-0.003220035778175201,0.001020517778493879
2000-08-07,0.010193679918450549,0.026734563971992253,0.006101161188742266,-0.0007840062720502194,0.001794687724335997,-0.0002682835220261248
2000-08-08,0.004036326942482349,-0.015499070055796649,0.005281690140845008,0.0006276971361318662,-0.0014331780723756404,0.0004293688278231844
2000-08-09,-0.008040201005025116,0.005982367758186502,0.009340338587273678,-0.0002352387673488776,-0.005023322569070565,5.3648068669476245e-05
2000-08-10,-0.0048969942586963855,-0.0021909233176838905,0.005205320994794649,0.00031372549019614837,0.0010818608005769281,0.0003218711442518618
2000-08-11,0.003733242830476824,0.016624843161856973,-0.00421940928270037,-0.0014897287125608116,0.009726224783861648,-0.0009653027296616656
2000-08-14,0.01318681318681314,0.006170934896636782,0.008859784283513195,7.852375343531115e-05,-0.0024973242953977293,0.00010735949326323713
2000-08-15,-0.002336058735191049,0.0,-0.004772814051164587,-0.0007066582914573294,0.0,-0.00010734796843969718
2000-08-16,-0.002007024586051176,0.003373198405397071,0.006138499904085881,-0.00031429244912395404,0.00965665236051505,-0.00026839873315787077
2000-08-17,0.007876654935478511,-0.009474327628361867,-0.006291706387035245,0.00015719562996152625,0.0010626992561104665,0.0
2000-08-18,-0.0019953441968739716,0.004319654427645814,-0.004988488104374467,0.0004715127701375721,-0.0031847133757962887,0.00048324742268035514
2000-08-21,0.004331889370210007,-0.00952380952380949,0.0021210952564596486,-7.854842510413018e-05,-0.006034788782392608,-0.00016100466913537836
2000-08-22,0.00016589250165899294,0.020471464019851116,-0.0007696748123917629,0.00023566378633144147,-0.0060714285714285054,-0.00016103059581318302
2000-08-23,0.0018245148449163029,-0.0021276595744680327,-0.0015405353360292695,0.0008638969606533653,-0.009342436219906602,0.0005905406130883861
2000-08-24,0.0033112582781456013,0.013402375875723349,-0.012343297974927725,0.0003923414940363301,0.006528835690968515,0.00026826912758881605
2000-08-25,-0.0013201320132013583,0.019236549443943485,0.013473930872876405,0.0,0.0039639639639641455,-5.363943571323748e-05
2000-08-28,0.00396563119629878,0.01828369212621639,0.00481695568400764,-0.0005490626715820568,-0.00035893754486726603,-0.0005900654436218344
2000-08-29,-0.0009874917709019604,-0.009556907037358786,-0.0011505273250239645,-0.000627844922304166,-0.0035906642728904536,-0.00032204390531909155
2000-08-30,-0.00906095551894559,-0.014327485380116967,-0.007487041658667648,0.0003141196795979351,0.0025225225225224968,5.369127516763328e-05
2000-08-31,0.011970074812967635,0.00978938000593299,0.000773694390715729,0.001491599937195831,0.014018691588785215,0.000912702673681931
2000-09-04,,,0.01504457652303115,,,
2000-09-05,-0.00711628659226915,-0.029062870699881338,-0.011344922232387922,0.0,-0.004271982912068317,-5.361067924725127e-05
2000-09-06,-0.011565401531194008,0.0,-0.00943920044419766,-0.0005473453749316182,-0.006435466571326431,-0.00037529487454435184
2000-09-07,0.008239947264337522,0.0030543677458765295,0.008408071748879031,-0.0004694101079643076,-0.0007196833393307012,-0.0002145347278089682
2000-09-08,-0.006701536449820189,0.0027405602923264993,-0.019825829164350606,0.0005479023168439845,-0.0032409074540871163,0.0003218711442518618
2000-09-11,-0.0032910975810432896,-0.02490130580018224,0.003591682419659792,-0.0003911444887741977,0.0,-0.00010725585885129618
2000-09-12,-0.00660392933795606,0.003737153534724369,-0.002260312676586884,-7.825950853024288e-05,-0.0007225433526011349,0.0001609010458567539
2000-09-13,0.002160545122153801,0.009618367980142706,-0.01774589390220882,0.0010174532362838828,-0.00036153289949392153,0.0005362505362507264
2000-09-14,-0.0029850746268657025,0.0003073140749847436,0.016144532000768708,-0.00023455824863172214,-0.001808318264014508,0.0
2000-09-15,-0.012807717897538207,-0.010752688172043001,-0.006052581804425916,0.0007038398373346855,-0.0007246376811593791,0.00048236681316304875
2000-09-18,-0.010951979780960408,-0.01024844720496898,-0.013130352045670812,0.0007033447952484728,-0.0032632342277013615,0.0005892751915144157
2000-09-19,0.007495741056217975,0.02165045497332918,-0.002699575780948704,-0.0003904724716907726,0.0018188432157149048,-0.0004283113823750906
2000-09-20,-0.006087250591816029,0.002149877149877133,-0.014114462490332547,-0.0009375000000000355,-0.010530137981118237,-0.0003749330476700008
2000-09-21,-0.00017012589316089954,-0.007048728164266049,-0.027848597764267513,0.0001563966218329771,0.003669724770642091,0.00016074586079417585
2000-09-22,-0.0005104645227156368,-0.0030864197530864335,0.008674601573532392,0.0007818608287724071,0.005850091407678226,0.0003750133933353439
2000-09-25,-0.005617977528089901,-0.007430340557275539,0.008399999999999963,-0.00046875000000001776,0.007997091966557512,-0.00032131955229475206
2000-09-26,-0.011641842150316717,-0.009357454772301987,-0.011900039666798867,0.0007034547444113581,0.0,0.0004285637756469285
2000-09-27,0.0017322016282694808,-0.009445843828715383,0.0026093938177438325,0.0,0.015506671474937006,0.00021419009370804432
2000-09-28,0.020923396161162122,0.009218054672600173,-0.0026026026026025884,-0.00046864016246195295,-0.009588068181818343,0.0
2000-09-29,-0.01490514905149054,-0.00913385826771651,-0.003010839020473721,0.00031257325935762914,-0.007171029042667643,0.0006424326784089107
2000-10-03,-0.011504120879120894,-0.004084197298146353,0.009956192751891635,-0.0007029602436928739,-0.005428881650380024,-0.0004814378945116049
2000-10-04,0.007816571130797367,0.02460567823343851,-0.012421135646687675,-0.0003908081913397421,-0.005822416302765698,-0.0004281509232003655
2000-10-05,0.0031023784901758056,-0.00708128078817738,0.006588141345577947,0.000390960982094013,0.0007320644216690653,5.35417893665624e-05
2000-10-06,-0.020618556701030966,-0.016434108527131785,-0.01229670765569224,0.00015632327653580802,-0.00475493782004377,-0.00010707784559382816
2000-10-09,-0.0059649122807017285,-0.006620428751576313,-0.02128514056224895,,0.0029400955531053707,
2000-10-10,-0.01800211789622308,-0.0050777530942558435,0.008617152236356285,0.0003125976867770497,0.008061561011359686,0.0
2000-10-11,-0.008986340762041745,-0.024880382775119614,-0.029698942229454794,0.0007031250000000266,-0.007633587786259666,0.0004283572499466093
2000-10-12,-0.02502720348204568,0.0,-0.002096436058700246,0.0017956124599891599,0.021245421245421392,0.0010704345964460682
2000-10-13,0.03143601190476186,0.014720314033366044,0.011974789915966344,0.00046758104738153783,-0.01434720229555242,0.0
2000-10-16,0.004147880973850215,-0.0029013539651837617,0.003944363711853915,-0.0010126187879732074,-0.0032751091703058233,-0.000267322497861322
2000-10-17,-0.02298850574712641,-0.012932428063368917,-0.008478081058726272,0.0010916179337232546,-0.001825483753194579,0.0007487031392052756
2000-10-18,0.006433823529411686,-0.027186374058303264,-0.025651720542231526,0.0,-0.002926115581565303,0.00010687757174165924
2000-10-19,0.024109589041095836,0.01683501683501687,0.04773116438356162,-0.0004673261157410735,-0.0011005135730007831,-0.00010686615014698919
2000-10-20,0.006420545746388395,0.0066225165562914245,0.007967313585291125,0.00015584820384950682,0.0036724201248623523,0.00026719392935392605
2000-10-23,0.003898635477582957,-0.006907894736842057,0.005877584110255407,0.00046747175691463916,-0.004756677643615093,0.00037397157816010385
2000-10-24,-0.008473080317740522,0.0,0.024178924037880245,-0.0006230044389066158,0.00036764705882363913,-0.00037383177570093906
2000-10-25,-0.02154174826419797,-0.028155018217952965,-0.011213850088530375,-0.0010909374269461036,-0.015435501653803918,-0.00032054706699435886
2000-10-26,-0.0021834061135370675,0.013974096796182778,-0.016116195781933906,-0.0003120368203447521,-0.00485255692422526,-0.0001603249251816985
2000-10-27,0.02115244347191836,-0.006386554621848783,0.01233569261880696,-0.0004682013265704388,-0.0026256564141037275,-0.0005879523224117111
2000-10-30,0.009107142857142758,-0.01691474966170503,0.004194966040751202,-0.00039035053478020387,-0.000376081233546266,-0.0001069633115839963
2000-10-31,0.019819500973279114,0.015485203028217542,0.01670976725681328,0.0003124023742580029,0.0022573363431150906,0.00037441163885310047
2000-11-02,0.0019197207678882666,0.0026899798251514007,0.00019493177387919225,7.800312012484767e-05,0.0018839487565938118,0.00021373230029375634
2000-11-03,0.0010451140916216684,0.0023474178403755097,-0.00038978756577667806,-0.0012479525778020806,0.0007521624670929761,-0.0005876382285378012
2000-11-06,0.006090133982947554,0.02776848444295754,-0.0050692142717878586,-0.0006247559547052361,-0.00037579857196545774,-0.0004276245456490413
2000-11-07,0.0003459010722932643,-0.00423177083333337,0.0031354105428178514,0.0,-0.0022556390977443996,0.0
2000-11-08,-0.023167358229598922,-0.006211180124223614,-0.006055870287165477,0.0,0.0026375282592314697,0.0
2000-11-09,-0.006017699115044239,-0.010855263157894757,-0.00786163522012584,0.0008595764632335356,0.003006388575723218,0.00042780748663107104
2000-11-10,-0.023504273504273532,-0.016295310941137342,-0.01881933438985739,0.00023422860712063454,-0.005245410266017103,0.0003207184092366422
2000-11-13,0.0003646973012398913,-0.007775524002704537,-0.02099737532808399,0.000624463351807103,-0.0007532956685498693,0.0004274874425564956
2000-11-14,0.016223113379511434,0.018398637137989837,0.03938956485873368,-0.0003900460254310234,0.0003769317753485879,-0.0002670654844568743
2000-11-15,-0.0053811659192825045,-0.011040481766477095,0.005952380952380931,0.00015607928827843232,0.0007535795026376579,0.00021370946198651097
