,R_d_1,R_d_2,R_d_3,R_d_4,R_d_5,R_d_6,R_d_7,R_d_8,R_d_9,R_d_10,R_d_11,R_d_12,R_d_13,R_d_14,R_d_15,R_d_16,R_d_17,R_d_18,R_d_19,R_d_20,R_m_1,R_m_2,R_m_3,R_m_4,R_m_5,R_m_6,R_m_7,R_m_8,R_m_9,R_m_10,R_m_11,R_m_12,jan,label
13,0.0011956954962135669,0.01094745222929938,0.007284898602087031,0.0007818608287724071,-0.027734374999999974,-0.042989152269987896,0.015533165407220828,-0.023563455973542813,0.003598645215918683,-0.020037966673697505,0.016142918639689974,-0.023723787333192137,-0.01692341071816017,-0.012138600750386195,0.030607685433422738,0.011489269455885465,0.019931418774110643,-0.02500525320445468,0.000646551724137856,0.011415033383588293,-0.03036817409592174,0.08551277731351781,-0.04039515817096895,-0.03497955640198713,-0.0014210461660355556,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,0.0,0.0
14,-0.03609480321809089,0.004060455673358998,0.03841833295888564,-0.01298139333621806,0.007891275756247262,0.018921270117442383,0.0017075773745998113,0.017046665246111203,-0.0008380473496752971,-0.008597190186621972,0.011632825719120056,0.04097846539828565,0.011247238401285388,-0.005759682224429019,-0.020375549340791003,-0.007137030995105986,0.011501334976381285,0.007512690355329976,0.01410721483272881,-0.003974562798092164,0.08551277731351781,-0.04039515817096895,-0.03497955640198713,-0.0014210461660355556,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,0.0,1.0
15,0.01414342629482079,-0.007464152425849523,-0.0007916089451810437,-0.003565062388591777,0.002782746968793548,-0.007135777998017789,0.0003992812936712831,0.0035920973857512814,0.02425929608272015,0.003106192972238464,0.0030965744145539102,0.014663322400154444,-0.0017113519680547196,-0.01657142857142857,0.0029052876234747504,-0.011587485515643148,0.0025400547088707537,-0.01149873319041128,-0.013801261829653022,0.003198720511795372,-0.04039515817096895,-0.03497955640198713,-0.0014210461660355556,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0,1.0
16,0.003726951745782747,0.012311901504787892,-0.009266409266409316,0.002533125487139465,-0.007774538386783325,-0.008031341821743365,-0.0013823064770932536,-0.0092940478544592,-0.023153692614770405,0.0018389865140988613,-0.004487048745665967,0.003482892849825836,0.004083299305839061,0.01057340382269212,-0.005633802816901401,-0.010117361392148916,-0.0018397383483238492,-0.0014335449518738663,0.00676784249384732,0.00916683642289673,-0.03497955640198713,-0.0014210461660355556,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,0.0,0.0
17,-0.005822124071471646,-0.012722132471728598,-0.023522192677439158,0.006074570590699714,-0.012283989173433318,-0.00021079258010114896,0.024035420619860748,0.008853201564751998,-0.011428571428571456,0.008051197357555662,-0.007167724759369221,0.009075907590759158,-0.006745707277187264,-0.01872813336077384,-0.0113255033557047,0.011030971574034876,0.011540075535039884,0.003941091059946,0.00020661157024792765,0.003098533360875955,-0.0014210461660355556,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,0.0,1.0
18,-0.003484320557491261,-0.0063759769642122155,-0.018629683295383948,0.002320185614849146,0.0031565656565657463,0.0006293266205159577,-0.0004192872117400048,-0.009228187919463116,0.002963590177815334,-0.015618404390038032,0.00836192109777012,-0.016159897937486734,0.00950940133996103,-0.004067651466495348,0.021066208082545224,-0.006105263157894725,-0.014403728023723803,-0.009671179883945835,-0.01953125,0.007968127490039834,-0.03380782498235457,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,-0.027542194925729957,0.0,0.0
19,0.007968127490039834,-0.010439321444106087,0.00021978021978030784,-0.024609975829487984,-0.0195990087857626,0.012867647058823595,-0.012931034482758674,0.0,0.012640772236267585,0.0,-0.053563322741715824,-0.003357314148681012,-0.020692974013474474,-0.03267813267813269,-0.010922021844043672,0.0351823317925013,0.0104192508062515,-0.003928308372207257,0.008380576780872673,0.021266194084575973,0.05192071108303442,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,-0.027542194925729957,-0.02434985663271294,0.0,0.0
20,0.0011636025133814345,-0.0034867503486750717,-0.00629811056682994,-0.00469483568075113,0.021462264150943437,0.01546986839067199,-0.005002273760800313,-0.0018281535648994038,0.006181318681318659,-0.020932878270762182,-0.0018591680223100093,-0.0011641443538998875,0.019580419580419672,-0.004572473708276181,-0.003215434083601254,0.01658986175115218,-0.0006799637352674638,-0.026763438421410712,-0.012817525052435276,-0.002596789423984891,-0.05861586461024615,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,-0.027542194925729957,-0.02434985663271294,-0.06698602912673579,0.0,1.0
21,0.013079394217530904,0.015402038505096359,-0.0015614543832255243,0.003574620196604039,0.0008904719501334758,-0.006005338078291843,0.02192884314164245,0.0017516969564266296,0.0019672131147541183,-0.005890052356020914,0.012947114329602716,-0.008232235701906454,-0.006989951944080364,0.003519577650682004,0.010740903112669951,0.0019518542615484247,-0.0038961038961038423,-0.018470230334637128,0.013061766659287157,-0.007648601398601351,-0.007814773482275439,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,-0.027542194925729957,-0.02434985663271294,-0.06698602912673579,-0.08766210749910319,0.0,1.0
22,-0.007648601398601351,0.01591511936339529,0.01871192341166239,-0.00021358393848780463,-0.007049775688955373,-0.018287435456110116,-0.002629848783694988,0.0013183915622940745,-0.019530392802282196,0.008504923903312367,0.010208610741233805,0.006810193321616921,0.006545930613135464,-0.009538261435074745,0.005471656817684467,-0.001088376142795,0.0050119851819567796,0.005637467476149238,-0.00021561017680038488,-0.008626266982963093,-0.07773238086117007,-0.002529399836297519,0.05860418481167762,-0.10286558606990415,-0.060438577522377024,0.0933726433452029,-0.012926610769984692,-0.027542194925729957,-0.02434985663271294,-0.06698602912673579,-0.08766210749910319,0.014140687739566005,0.0,1.0
