,ES,FESX,NK
2000-01-04,0.9623316856996762,0.9609214315096668,0.9920529801324504
2000-01-05,0.9633543548662008,0.9382969971205265,0.9841059602649007
2000-01-06,0.9577296744503153,0.932743726861374,0.9547019867549669
2000-01-07,0.9952275438895517,0.9633895516248457,0.9785430463576159
2000-01-10,1.005113345832623,0.9763471822295351,0.9888741721854304
2000-01-11,0.9913073120845404,0.9683257918552035,0.9841059602649006
2000-01-12,0.9827850690301685,0.9592760180995474,0.983841059602649
2000-01-13,0.994716209306289,0.9689428218839984,1.003973509933775
2000-01-14,1.008010908471109,1.0071986836692721,1.0098013245033115
2000-01-17,1.008010908471109,1.0133689839572195,1.0098013245033115
2000-01-18,1.001704448610874,0.9833401892225424,1.0082119205298015
2000-01-19,1.0039202318050107,0.9808720691073635,1.0042384105960267
2000-01-20,0.9928413158343271,0.9856026326614564,0.9992052980132453
2000-01-21,0.9914777569456276,0.9687371452077337,0.9933774834437089
2000-01-24,0.9631839100051128,0.9666803784450846,0.9912582781456957
2000-01-25,0.9674450315322989,0.9646236116824355,1.0052980132450335
2000-01-26,0.9653996931992496,0.9734677087618268,1.013245033112583
2000-01-27,0.9618203511164134,0.993829699712053,1.0135099337748346
2000-01-28,0.9319925004261117,0.979638009049774,1.0113907284768213
2000-01-31,0.9550025566729159,0.9640065816536408,1.0336423841059603
2000-02-02,0.9533173571728754,0.9827677863483493,1.0413009505696988
2000-02-03,0.9678100728732231,1.008514545982577,1.0523926675171824
2000-02-04,0.9647767137731503,1.0218868940096566,1.0476390745396895
2000-02-07,0.9619118746230816,1.0095124824025083,1.0505440480259352
2000-02-08,0.9745508708733848,1.0362571784566672,1.0582026144896737
2000-02-09,0.956182196322944,1.0320658454929557,1.049223605532187
2000-02-10,0.956182196322944,1.0332633691968731,1.0442059240559445
2000-02-11,0.9410154008225801,1.050827050187664,1.0352269150984579
2000-02-14,0.9425320803726165,1.0280740998132303,1.0386600655822027
2000-02-15,0.9499469581727944,1.0067182604267004,1.026247906140971
2000-02-16,0.9388246414725274,1.0186934974658761,1.037075534589705
2000-02-17,0.9339375629224101,1.0236831795655326,1.0457904550484418
2000-02-18,0.9127040492219006,1.0218868940096562,1.0368114460909552
2000-02-21,0.9127040492219006,1.0089137205505492,1.0368114460909552
2000-02-22,0.9089966103218117,1.0117079425263567,1.0333782956072104
2000-02-23,0.9194448472220624,1.018893084749862,1.0402445965747003
2000-02-24,0.913715168921925,1.0168972119099995,1.0302092336222153
2000-02-25,0.9017502524716379,1.0460369553719935,1.0376037115872043
2000-02-28,0.9089966103218119,1.0228848304295872,1.0434136585596958
2000-02-29,0.924837485622192,1.0398497495684194,1.0592589684846723
2000-03-02,0.924837485622192,1.0749075411252975,1.0563489163734507
2000-03-03,0.9426386705174329,1.0830282725028795,1.0658727232829033
2000-03-06,0.9329139491394772,1.085207005311499,1.0449732581204934
2000-03-07,0.9034101334334761,1.0749075411252975,1.042327756201201
2000-03-08,0.9124755516671637,1.0624293441304766,1.0494706113832906
2000-03-09,0.9381883742936227,1.0622312775115113,1.0481478604236443
2000-03-10,0.9347270327862147,1.0747094745063324,1.047883310231715
2000-03-13,0.9241781824779237,1.0354922839511804,1.006878030482683
2000-03-14,0.9101679906622249,1.0358884171891112,1.0007933760683105
2000-03-15,0.9312656912788067,1.0057822911063683,1.0140208856647723
2000-03-16,0.9754390019447748,1.025787019621875,1.0285711462208804
2000-03-17,0.9813727302431884,1.033907750999457,1.0240737929580834
2000-03-20,0.9744500472283725,1.0517337467063441,1.0240737929580834
2000-03-21,0.9940643157703509,1.0475743477080706,1.0425923063931302
2000-03-22,1.0008221729990998,1.0434149487097968,1.0388886037061207
2000-03-23,1.0179640547500726,1.0438110819477275,1.044708707928564
2000-03-24,1.0255460409091566,1.0667868097477153,1.0552907156057336
2000-03-27,1.0146675390287316,1.0673810096046117,1.064549972323257
2000-03-28,1.008239333372117,1.0737191414115048,1.076719281152002
2000-03-29,1.008733810730318,1.0727288083166777,1.087565839021101
2000-03-30,0.9919215805514794,1.0356903505701456,1.0740737792327097
2000-03-31,1.0004925214269658,1.036284550427042,1.077777481919719
2000-04-04,0.9937832977798435,1.0463847897099565,1.0633931670675996
2000-04-05,0.98494675931778,1.018306124503454,1.0715006899842487
2000-04-06,0.9926378205717982,1.048808847137856,1.068885360011136
2000-04-07,1.0011470798315631,1.0633531917052532,1.0749006189492951
2000-04-10,0.9955833333924861,1.0694133352750022,1.0751621519466066
2000-04-11,0.9934560185775448,1.0409306604971829,1.0788236139089642
2000-04-12,0.9661282051856077,1.0435567227107407,1.0806543448901431
2000-04-13,0.9530370370936618,1.0473948136382483,1.0722852889761827
2000-04-14,0.8949449786856519,1.0082058852205396,1.0343630043660494
2000-04-17,0.9252183048982768,1.0100239282914643,1.0142249635730822
2000-04-18,0.9507460826775713,1.0269923302867607,0.9959176537612937
2000-04-19,0.9428913818224038,1.0221442154309617,0.9838871358849756
