2013-02-28,1.0
2013-03-31,1.0347251860734412
2013-04-30,1.1032302137470282
2013-05-31,1.1202853803354227
2013-06-30,1.1114408728794132
2013-07-31,1.13970296445889
2013-08-31,1.0915287678073249
2013-09-30,1.1355718983821608
2013-10-31,1.1669492646312403
2013-11-30,1.2212844752054537
2013-12-31,1.2520307732488685
2014-01-31,1.1997088454697593
2014-02-28,1.274825277062932
2014-03-31,1.308402580104296
2014-04-30,1.2951740710614659
2014-05-31,1.328779266148698
2014-06-30,1.3391720614135663
2014-07-31,1.3146131977838185
2014-08-31,1.3477209601907463
2014-09-30,1.3658413894891734
2014-10-31,1.4081362597796787
2014-11-30,1.4503706027325594
2014-12-31,1.4356090268784483
2015-01-31,1.4591642993076077
2015-02-28,1.5462565532157944
2015-03-31,1.5626277037359442
2015-04-30,1.5654614353267229
2015-05-31,1.5837108398472866
2015-06-30,1.5455977325013808
2015-07-31,1.5714330173106101
2015-08-31,1.45147919641629
2015-09-30,1.4380160067147643
2015-10-31,1.5656158483243228
2015-11-30,1.5949450535865763
2015-12-31,1.5207258443953158
2016-01-31,1.4738552314619637
2016-02-29,1.4151999054357949
2016-03-31,1.4477915714356417
2016-04-30,1.4581821777243404
2016-05-31,1.5040384693822604
2016-06-30,1.452353404404263
2016-07-31,1.5121185688821752
2016-08-31,1.5385435787077832
2016-09-30,1.5294970283304226
2016-10-31,1.5580208908930915
2016-11-30,1.6302109989963072
2016-12-31,1.7098282228965318
2017-01-31,1.6952835422292396
2017-02-28,1.7307974934539176
2017-03-31,1.729500015462469
2017-04-30,1.7594131812085643
2017-05-31,1.7798308601569572
2017-06-30,1.7628105155420883
2017-07-31,1.7607167017005516
2017-08-31,1.7428390163969445
2017-09-30,1.8012035495487195
2017-10-31,1.8783873818378747
2017-11-30,1.8854569691036323
2017-12-31,1.8921204668873748
